#British English to Estonian (no proper nouns)
aargh,aah
sacrifice,ohver
sacrify,ohverdama
sacrilege,pühaduseteotus
sacrilegious,pühadust teotav
sacrist,kirikuteener
sacristan,kirikuteener
sacristy,käärkamber
sacrosanct,pühamast püham
sad,kurb
sadden,kurvaks tegema
saddening,kurvastav
saddeningly,kurvastavalt
saddle,sadul
saddlebag,sadulakott
saddler,sadulsepp
saddlery,sadulsepatooted
saddletree,sadularaam
sadism,sadism
sadist,sadist
sadistic,sadistlik
sadly,nukralt
sadness,kurbus
sadomasochism,sadomasohhism
s.a.e.,aadressiga varustatud ümbrik
safari,safari
safe,ohutu
safecracker,seifilõhkuja
safeguard,kindlustama
safely,ohutult
safeness,ohutus
safer,ohutum
safest,kõige ohutum
safety,ohutus
safflower,värvohakas
safrol,safrool
sag,lõtvuma
saga,saaga
sagacious,sügavmõtteline
sagaciously,sügavmõtteliselt
sagacity,mõtteselgus
sage,tark
sagely,elukogenult
sagging,kokkuvajuv
saggy,lontis
sagination,nuumamine
sagittal,sagitaalne
sagittiform,noolekujuline
sago,saago
saguaro,saguaro
sahib,sahib
sail,puri
sailboard,purjelaud
sailboat,purjepaat
sailcloth,purjeriie
sailfish,purikala
sailing,purjetamine
sailmaker,purjemeister
sailor,meremees
sailplane,purilennuk
saint,pühak
sainthood,pühakuseisus
saintliness,pühaklikkus
saintly,pühaklik
sake,sake
salacious,nilbe
salaciousness,roppus
salacity,nilbus
salad,salat
salamander,salamander
salami,salaami
sal-ammoniac,salmiaak
sale,müük
saleratus,söögisooda
sale-room,müügiruum
salesclerk,müüja
salesgirl,müüjanna
salesman,müügimees
salesmanship,müügioskused
salesperson,müüja
salience,väljapaistvus
salient,hüppav
saliently,silmatorkavalt
salimeter,salimeeter
saline,soolane
salinity,soolsus
salinometer,soolsusmõõtur
salinometry,soolsuse mõõtmine
saliva,sülg
salivate,sülge eritama
salivation,süljeeritus
sallow,sapikarva
salmiac,salmiaak
salmon,lõhi
salmonella,salmonella
salmonellosis,salmonelloos
salon,salong
saloon,saloon
salpingitis,salpingiit
salt,sool
salt-and-pepper,hallisegune
saltant,hüplev
saltation,hüplemine
saltcellar,soolatoos
salt-green,akvamariinne
saltine,soolaküpsis
saltiness,soolasus
saltire,vapirist
saltless,ilma soolata
saltpetre,salpeeter
salt-rising,soolapärm
saltshaker,soolatoos
salty,soolane
salubrity,tervislikkus
salutary,teretulnud
salute,au andma
salvage,päästmine
salvaging,päästetööd
salvation,pääsemine
salver,kandik
salvo,kogupauk
salvor,päästja
same,sama
samizdat,samizdat
sample,näidis
sampling,diskreetimine
sanative,tervendav
sanatorium,sanatoorium
sanctiloquent,püha tõde kuulutav
sanctimonious,silmakirjalik
sanctimoniously,silmakirjalikult
sanctimony,silmakirjalikkus
sanction,sanktsioon
sanctions,sanktsioonid
sanctity,pühadus
sanctuary,varjupaik
sanctum,varjupaik
sand,liiv
sandal,sandaal
sandals,sandaalid
sandarac,sandarakk
sandbag,liivakott
sandbank,leetseljak
sandbar,leetseljak
sandblast,liivjuga
sandblasted,liivapaberiga hõõrutud
sand-bottomed,liivapõhjaga
sandbox,liivakast
sander,lihvpink
sand-glass,liivakell
sandglass,liivakell
sanding,abrasiivpoleerimine
sandman,Une-Mati
sandpaper,liivapaber
sand-paper,liivapaber
sandpapery,liivapaberina kare
sandpile,liivahunnik
sandpiper,kurvits
sandpit,liivaauk
sands,liivarannik
sandstone,liivakivi
sandstorm,liivatorm
sandur,sandur
sandwich,võileib
sandwich-man,reklaamplakatite kandja
sandy,liivane
sane,terve mõistusega
sang-froid,meelerahu
sangria,punane vein puuviljamahlaga
sanguinarily,verejanuliselt
sanguinariness,verejanulisus
sanguinary,verejanuline
sanguine,optimistlik
sanguineous,veresegune
sanidine,sanidiin
sanitation,hügieen
sanitize,vastuvõetavamaks tegema
sanity,terve mõistus
sans,ilma
sanskrit,sanskrit
sapajou,kaputsiinahv
saphead,ullike
sapheaded,lihtsameelne
sapid,aromaatne
sapient,arukas
sapiential,tark
sapiently,arukalt
sapless,mahlatu
sapling,võrse
saponaceous,seebine
saponify,seebiks keetma
saponine,saponiin
sapor,maitseomadus
saporific,maitset andev
saporous,maitseküllane
sapper,ehituspataljoni sõdur
sapphire,safiir
sapphirine,safiiritaoline
sappy,mahlakas
saprogenic,mädandav
sapwood,maltspuit
sarcasm,sarkasm
sarcastic,sarkastiline
sarcastically,sarkastiliselt
sarcoma,sarkoom
sarcophage,lihasööja
sarcophagi,sarkofaagid
sarcophagize,sarkofaagi panema
sarcophagous,sarkofaagitaoline
sarcophagus,sarkofaag
sarcophagy,lihasöömine
sardine,sardiin
sardonic,sardooniline
sargassum,mariadru
sarsaparilla,sarsaparill
sash,lükandaken
sashay,tantsusamme tegema
sass,häbematult rääkima
sat,istus
satan,saatan
satanic,saatanlik
satanical,saatanlik
satanically,saatanlikult
satanism,satanism
satanist,satanist
satchel,ranits
sate,rahulduma
satellite,satelliit
satiate,küllastama
satiation,küllastus
satiety,küllastumus
satin,siidpehme
satire,satiir
satiric,satiiriline
satirical,satiiriline
satirically,satiiriliselt
satirise,pilkama
satirize,pilkama
satisfaction,rahuldus
satisfactorily,rahuldavalt
satisfactoriness,rahuldavus
satisfactory,rahuldav
satisfice,rahuldav lahendus
satisfied,rahuldatud
satisfy,rahuldama
satisfying,rahuldav
satrap,satraap
satsuma,satsuma
saturate,läbi immutama
saturated,küllastatud
saturation,küllastus
saturday,laupäev
saturnalia,saturnaalid
saturnine,külm
satyr,saatür
satyresque,saatürlik
saucepan,kastrul
saucer,alustass
saucer-eyed,jõllis silmadega
saucy,nipsakas
sauerkraut,hapukapsas
sauna,saun
saunter,lonkima
saury,saira
sausage,vorst
sauté,pruunistatud
sauteed,pruunistatud
saw,saag
savable,päästetav
savage,metsik
savagely,metsikult
savagery,metslus
savant,õpetlane
savateur,poksija
sawdust,saepuru
save,päästma
sawfish,saagkala
sawhorse,saagimispukk
saving,päästev
savings,säästud
savior,päästja
saviour,päästja
sawmill,saeveski
sawn,saetud
sawney,tobu
saw-off,viik
savoir-faire,käitumisoskus
savored,maitsestatud
savory,hõrk
savouries,suupisted
sawtimber,saematerjal
sawtooth,saehammas
savvy,taipama
sawyer,triivpuu
sax,saks
saxophone,saksofon
say,ütlema
saying,kõnekäänd
scab,kärn
scabbard,mõõgatupp
scabby,kärnane
scabies,sügelised
scabrous,krobeline
scads,terve virn
scaffold,telling
scaffolding,ellingud
scag,heroiin
scalable,skaleeritav
scalar,skalaarne
scalawag,närukael
scald,kõrvetama
scale,skaala
scaled,soomuseline
scalene,isekülgne
scaler,rookimisnuga
scales,kaal
scaling,skaleerimine
scallop,kammkarp
scalp,skalp
scalpel,skalpell
scaly,soomuseline
scam,petuskeem
scamp,kurinahk
scamper,lippama
scampi,õlis v puljongis keedetud vähid küüslauguga
scan,skaneerima
scandal,skandaal
scandalise,šokeerima
scandalmonger,kuulujuttude levitaja
scandalous,skandaalne
scandent,ülesroniv
scanner,skanner
scanning,skaneerimine
scant,harv
scantling,roov
scanty,napp
scape,vars
scapegoat,patuoinas
scapegrace,põhimõttelage ja hukkaläinud inimene
scapula,abaluu
scapular,abaluuside
scarab,skarabeus
scarabaeus,skarabeus
scarce,napp
scarcely,vaevalt
scarceness,vähesus
scarcity,nappus
scare,ehmatama
scarecrow,hernehirmutis
scared,ehmunud
scarf,sall
scarification,kriimustamine
scarifier,kaabits
scarlatina,sarlakid
scarlet,helepunane
scarred,armiline
scary,jube
scathing,salvav
scatter,hajutama
scatterbrained,tuisupäine
scattered,hajutatud
scattergun,haavlipüss
scattering,hajumine
scattershot,haavlilaeng
scatty,hõivatud
scavenge,raipeid sööma
scavenger,raipesööja
scenario,stsenaarium
scenarist,stsenarist
scene,stseen
scenery,maastik
sceneshifter,lavatööline
scenester,šeff
scenic,maaliline
scent,lõhn
sceptic,skeptik
sceptical,skeptiline
scepticism,skeptilisus
sceptre,skepter
schadenfreude,kahjurõõm
schappe,toorsiiditopid
schedule,ajakava
scheduled,plaaniline
scheelite,šeeliit
schema,plaan
schematic,skemaatiline
schematically,skemaatiliselt
schematize,kavandama
scheme,skeem
scheming,plaanitsev
schilling,šilling
schism,vastuolu
schist,kiltkivi
schizophrenia,skisofreenia
schizophrenic,skisofreeniline
schlemiel,kobakäpp
schlep,vedama
schlock,rämps
schlockmeister,rämpsukaubitseja
schlub,kobakäpp
schlump,nohik
schmendrik,tobu
schmooze,lobisema
schmuck,tobu
schmutz,räpp
schnauzer,snautser
schnook,ullike
schnorrer,muiduleivasööja
scholar,õpetlane
scholarly,teaduslik
scholarship,stipendium
scholastic,skolastiline
scholasticism,skolastika
school,kool
schoolbag,koolikott
schoolbook,õpik
schoolboy,koolipoiss
schoolboyish,koolipoisilik
schoolchild,koolilaps
schoolchildren,koolilapsed
schoolfellow,koolikaaslane
schoolfest,koolipidu
schoolgirl,koolitüdruk
schoolgoing,koolis käiv
schoolhouse,koolimaja
schooling,koolitus
schoolkid,koolijüts
schoolmate,koolikaaslane
schoolteacher,kooliõpetaja
schoolwork,kodutöö
schoolyard,kooliõu
schooner,kuunar
schwerpunkt,kese
sciagraphy,röntgenograafia
sciapodous,hiidjalgne
sciatica,ishias
science,teadus
scienter,teadlikult
sciential,teadmisi täis
scientific,teaduslik
scientifically,teaduslikult
scientism,stsientism
scientist,teadlane
scientologist,saientoloog
scientology,saientoloogia
sci-fi,ulme
scilicet,nimelt
scimitar,kõver mõõk
scintilla,kübe
scintillate,sädemeid pilduma
scintillatingly,sädelevalt
scintillation,sätendus
scintillescent,sätendav
sciolism,pealiskaudne tundmine
sciolist,pinnapealsete teadmistega eputaja
scion,pookeoks
scission,erimeelsus
scissor-grinder,kääriteritaja
scissors,käärid
scleritis,skleriit
sclerodermia,sklerodermia
sclerophylly,sklerofüllia
sclerotium,sklerootsium
scoff,irvitama
scofflaw,seadusepõlgur
scold,riidlema
scoliosis,lülisambakõverdus
scolopendrine,sajajalgsetaoline
scolopendrium,hiidsajajalgne
scon,karask
scone,küpsis
scoop,kulp
scoopful,kulbitäis
scoot,lippama
scooter,tõukeratas
scope,ulatus
scorbute,skorbuut
scorch,kõrvetama
scorched,põletatud
scorcher,kõrvetav päev
score,tulemus
scorekeeper,punktiarvestaja
scoreless,tulemusetu
scorer,punktitooja
scores,tulemused
scoria,räbu
scoriaceous,räbune
scorification,rafineeriv räbustamine
scorify,räbustama
scoring,punktide saamine
scorn,põlgus
scornful,põlglik
scornfully,põlglikult
scornfulness,halvakspanu
scorpion,skorpion
scot,maksuraha
scotch,tugikiil
scot-free,maksmata
scotophobia,pimedusehirm
scotticism,šotipärasus
scoundrel,kurikael
scoundrelism,kaabaklus
scoundrelly,lurjuslik
scour,küürima
scourer,küürija
scourge,roosk
scout,skaut
scoutmaster,skaudijuht
scow,lihter
scowl,kulmu kortsutama
scowlful,hukkamõistev
scowling,kulmu kortsutav
scrabble,kritseldama
scrag,kondikubu
scraggy,kondine
scram,jalga laskma
scramble,rüselema
scrambled,segatud
scrambler,skrambler
scrannel,kõlatu
scranny,kiitsakas
scrap,utiil
scrapbook,ajaleheväljalõigete album
scrape,kraapima
scraper,rest
scrapper,kakleja
scrappy,kokkukraabitud
scraps,toidujäänused
scratch,kratsima
scratched,kriimustatud
scratches,kriimustused
scratching,kriipimine
scratchpad,märkmik
scratchy,kriipiv
scrawl,kritseldama
scrawny,luider
screaky,kriiksuv
scream,kisendama
screamer,kisendaja
screaming,kisendav
screamy,karjuv
scree,rähk
screech,kriise
screeching,krigisev
screech-owl,päll
screed,joru
screen,ekraan
screened,varjestatud
screening,varjestamine
screenplay,stsenaarium
screensaver,ekraanisäästja
screenshot,hetktõmmis
screen-wall,kaitsesein
screen-wiper,klaasipuhasti
screenwriter,stsenarist
screw,kruvi
screwball,veidrik
screwdriver,kruvikeeraja
screwdrivers,kruvikeerajad
screw-up,vusserdaja
screwy,segane
scribblative,kritseldav
scribble,kritseldama
scribbling,kritseldamine
scribe,kirjutaja
scrimmage,harjutusmäng
scripophily,väärtkirjade kogumine
script,käsikiri
scriptural,pühakirja puudutav
scripture,püha tekst
scriptwriter,stsenarist
script-writer,stsenarist
scrivener,kirjutaja
scrobiculate,kurruline
scrofulous,skrofuloosne
scrolling,kerimine
scroop,krigisema
scrotum,munandikott
scrounge,nuiama
scrub,küürima
scrubber,skraber
scrubbing,küürimine
scruff,turi
scruffy,kasimatu
scrum,rüselus
scrumptious,suurepärane
scrunch,krigisema
scruple,kõhklus
scruples,süüme
scrupulous,vastutustundeline
scrupulously,üksikasjalikult
scrut,pagan võtaks
scrutable,mõistetav
scrutator,uurija
scrutinise,hoolikalt uurima
scrutinize,üksikasjalikult uurima
scrutiny,läbivaatamine
scuff,jalgu lohistama
scuffle,rüselus
scull,pealuu
sculler,päramõlaga sõudja
scullion,köögitööline
sculpt,vormima
sculptor,skulptor
sculpture,skulptuur
sculpturesque,raidkujutaoline
scum,saast
scumbag,sitakott
scupper,nurjama
scurf,naharibad
scurrility,rõve sõim
scurrilous,rõve
scurry,vudima
scurvy,skorbuut
scuttle,päästeluuk
scuttlebutt,kõlakas
sea,meri
seabag,santsukott
seabed,merelava
seabird,merelind
seaboard,rannik
seaboots,kalamehesäärikud
sea-born,meres tekkinud
seacoast,rannik
sea-cock,kingston
seacraft,merelaev
sea-dog,merekaru
seafarer,meresõitja
seafaring,merd sõitev
seafloor,merepõhi
seafood,meretoidud
seafowl,merelind
seafront,rannik
seagirt,merega ümbritsetud
seagull,merikajakas
seal,tihend
sealant,koeliim
sealery,hülgepüük
sea-level,merepinna taseme
sealing,veekindlaks tegemine
sealskin,hülgenahk
seam,õmblus
sea-maid,merineitsi
seaman,meremees
seamanlike,meremehelik
seamanship,meremeheoskus
seamark,meremärk
seamew,kalakajakas
seamless,ladus
seamlessly,sujuvalt
seamount,veealune mägi
seamster,rätsep
seamstress,õmblejanna
seamy,sünge
séance,spiritistlik seanss
sea-piece,meremaal
seaplane,vesilennuk
seaport,sadam
sear,kõrvetama
search,otsima
searchable,otsitav
searcher,otsija
searching,uuriv
searchingly,otsivalt
searchlight,prožektor
search-light,prožektor
searing,kõrvetav
seascape,meremaal
seashell,merekarp
seashore,mererand
sea-shore,mererand
seasick,merehaige
sea-sick,merehaige
sea-sickness,merehaigus
seasickness,merehaigus
seaside,rannik
season,aastaaeg
seasonable,kohane
seasonal,hooajaline
seasoned,kogenud
seasoning,vürts
seastrand,kaldaäärne
seat,iste
seatbelt,turvavöö
seat-belt,turvavöö
seatmate,kõrvalistmel istuja
seawall,muul
seawards,mere poole
seawater,merevesi
sea-water,merevesi
seaway,meretee
seaways,lainetus
seaweed,vetikas
seaworthy,merekõlblik
secateurs,aiakäärid
secede,lahku lööma
secession,väljaastumine
secluded,eraldatud
second,teine
secondarily,teisena
secondary,teisane
second-degree,teine aste
second-guess,ette ennustada püüdma
secondhand,kasutatud
secondly,teiseks
second-rate,madalama sordi
seconds,sekundid
secrecy,saladuskate
secret,saladus
secretarial,sekretäri
secretariat,sekretariaat
secretary,sekretär
secretary-general,peasekretär
secrete,eritama
secretion,eritis
secretive,salatsev
secretly,salaja
secretory,nõret eritav
sect,sekt
section,osa
sector,sektor
sectorial,harukondlik
secular,ilmalik
secularization,ilmalikustamine
secularized,ilmalikustatud
secund,ühel küljel kasvav
secure,turvaline
secured,kindlustatud
securely,turvaliselt
security,turvalisus
sedan,sedaan
sedate,malbe
sedation,rahusti andmine
sedative,rahusti
sedatness,vaoshoitus
sedentarily,paikselt
sederunt,koosistumine
sedge,tarn
sedimentation,settimine
sedimentology,sedimentoloogia
sedition,mässu õhutamine
seditionist,mässuõhutaja
seditious,võimuvastane
seduce,võrgutama
seducer,võrgutaja
seduction,võrgutamine
seductive,võrgutav
seductively,ahvatlevalt
sedulous,pühendumist nõudev
sedulously,pühendunult
see,nägema
seed,seeme
seedbed,taimelava
seedless,seemneteta
seedsman,seemnemüüja
seedy,seemnerikas
seeing,nägemine
seek,otsima
seeker,otsija
seem,paistma
seemingly,pealtnäha
seen,nähtud
seep,nõrguma
seepage,immitsemine
see-saw,kaalukiik
see-through,läbipaistev
segment,segment
segmentate,segmenteerima
segmentation,segmenteerimine
segregate,eraldama
segregation,eristamine
segue,märkamatult üle minema
seidel,õlleklaas
seigneurial,isandlik
seignior,senjöör
seiner,seiner
seining,noodapüük
seism,maavärin
seismic,seismiline
seismicity,seismilisus
seismogram,seismogramm
seismograph,seismograaf
seismographic,seismograafiline
seismography,seismograafia
seismological,seismoloogiline
seismologically,seismoloogiliselt
seismologist,seismoloog
seismology,seismoloogia
seismometer,seismomeeter
seismometry,seismomeetria
seize,ära kasutama
seizin,valdus
seizing,haaramine
seizure,anastamine
selcouth,võõrapärane
seldom,harva
select,valima
selected,valitud
selection,valik
selective,valikuline
selectively,valikuliselt
selector,selektor
selenium,seleen
selenonym,Kuu-kohanimi
self,ise
self-abnegation,isetus
self-absorbed,endassesulgunud
self-acting,isetoimiv
self-adhesive,isekleepuv
self-adjusting,isehäälestuv
self-adjustment,iseregulatsioon
self-admirer,eneseimetleja
self-aggrandized,isehakanud staar
self-appointed,isehakanud
self-assembly,kokkupandav
self-assertion,iseteadvus
self-assertive,iseteadlik
self-assurance,enesekindlus
self-assured,enesekindel
self-audit,siserevisjon
self-aware,enese olemasolust teadlik
self-awareness,eneseteadvus
self-bailer,veeimeja
self-catering,iseteenindav
self-caused,isepõhjustatud
self-centered,enesekeskne
self-centeredly,enesekeskselt
self-centeredness,enesekesksus
self-centred,enesekeskne
self-command,enesevalitsus
self-confessed,ülestunnistatud
self-confidence,eneseusk
self-confident,enesekindel
self-confidently,enesekindlalt
self-conscious,eneseteadlik
self-consciousness,eneseteadvus
self-contained,iseseisev
self-contradiction,enesele vasturääkivus
self-contradictory,enesele vasturääkiv
self-control,enesevalitsus
self-critical,enesekriitiline
self-critically,enesekriitiliselt
self-criticism,enesekriitika
self-deceit,enesepettus
self-deception,enesepettus
self-defeating,ennasthävitav
self-defense,enesekaitse
self-delusion,enesepettus
self-denial,ennastsalgavus
self-designation,enesenimetus
self-destruction,enesehävitus
self-determination,enesemääramine
self-discipline,enesedistsipliin
self-discovery,eneseavastamine
self-disservice,enesele auku kaevama
self-educated,iseõppinud
self-education,eneseharimine
self-effacing,tagasihoidlik
self-employer,üksikettevõtja
self-employment,FIEna töötamine
self-esteem,eneseväärikus
self-estimate,enesehinnang
self-evident,enesestmõistetav
self-explanatory,iseenesestmõistetav
self-expression,eneseväljendus
self-fertilization,isetolmlemine
self-fertilized,iseviljastunud
self-flagellating,ennastpiitsutav
self-flagellation,enesepiitsutamine
self-forgetful,ennastunustav
self-forgetting,ennastunustav
self-fulfilling,isetäituv
self-governance,sõltumatus
self-governed,omavalitsuslik
self-governing,omavalitsuslik
self-government,omavalitsus
self-help,omaabi
self-idolatry,enesekummardamine
self-ignition,isesüttimine
self-image,minapilt
self-important,ennast üle hindav
self-improvement,enesetäiendus
self-induced,tahtlik
self-indulgence,eneserahustus
self-indulgent,endale vabandusi otsiv
self-inflicted,ise põhjustatud
self-injury,enesevigastus
self-interest,oma huvi
self-intersecting,ennast lõikav
self-irony,eneseiroonia
selfish,isekas
selfishly,isekalt
selfishness,isekus
selfless,isetu
self-love,enesearmastus
self-lover,enesearmastaja
self-made,ennast üles töötanud
self-mate,kooperatiivmatt
self-observation,enesevaatlus
self-oiling,isemääriv
self-pity,enesehaletsus
self-pollination,isetolmlemine
self-portrait,autoportree
self-praise,enesekiitus
self-pride,eneseuhkus
self-protection,enesekaitse
self-realization,enesetunnetus
self-reference,enesekohasus
self-refuting,ennastkummutav
self-regarding,ennast arvestav
self-regulating,isereguleeriv
self-regulation,iseregulatsioon
self-reliance,iseseisvus
self-reliant,oma jõududega toime tulev
self-repeating,ennast kordav
self-respect,eneseuhkus
self-restraint,vaoshoitus
self-restriction,enesepiirang
self-righteous,ennastõigustav
self-righteousness,upsakus
self-sacrifice,eneseohverdus
self-sacrificing,ennastohverdav
self-sacrificingly,ennastohverdavus
self-same,samane
selfsame,samane
self-serve,iseteenindav
self-service,iseteenindav
self-serving,enese huvides
self-starter,oma peaga mõtlev töötaja
self-study,eneseuurimine
self-styled,isehakanud
self-sufficiency,iseseisvus
self-sufficient,iseseisev
self-taught,iseõppinud
self-toning,isetooniv
self-torture,enesepiinamine
self-will,kangekaelsus
self-willed,iseteadlik
self-willedly,kangekaelselt
self-winding,automaatselt üles keerav
self-worshipper,enesekummardaja
self-yclept,isehakanud
sell,müüma
selling,müük
selsoviet,külanõukogu
seltzer,selters
selvage,serv
semantic,semantiline
semantical,semantiline
semantically,semantiliselt
semantics,semantika
semaphore,semafor
semasiology,semasioloogia
semblance,näivus
semen,seemnevedelik
semi,poolhaagis
semiaquatic,kahepaikne
semiarid,poolkõrbeline
semiautomatic,poolautomaatne
semiautonomous,pooliseseisev
semiaxis,pooltelg
semibasement,poolkelder
semicentennial,poolsajandi
semicircle,poolring
semicircular,poolringikujuline
semicolon,semikoolon
semiconduction,pooljuhtivus
semi-conductor,pooljuht
semiconductor,pooljuht
semiconscious,poolteadvusetu
semi-derivation,vaegderivatsioon
semidesert,poolkõrb
semifinal,poolfinaal
semifinalist,poolfinalist
semifinals,poolfinaal
semifinished,pooleldi valmis
semigroup,poolrühm
semilunar,poolkuukujuline
semimetal,poolmetall
semimetallic,poolmetalne
seminal,seemnevedeliku
seminar,seminar
seminarist,seminarist
semiotic,semiootiline
semiotician,semiootik
semi-prefix,pooleesliide
semiprofessional,poolelukutseline
semiquaver,kuueteistkümnendiknoot
semi-sentence,vaeglause
semi-suffix,pooljärelliide
semitone,pooltoon
semivowel,poolvokaal
sempervirent,igihaljas
sempiternal,igikestev
sempiternity,igikestvus
senate,senat
senator,senaator
send,saatma
sender,saatja
senesce,kõrgesse ikka jõudma
senescence,vananemine
senescent,vananev
seneschal,mõisavalitseja
senile,seniilne
senior,seenior
seniority,vanemus
sennet,trompetisignaal
sennit,plating
sensa,meeleandmed
sensation,sensatsioon
sensational,sensatsiooniline
sense,tähendus
sense-data,meeleandmed
senseless,tähendusetu
senselessly,arutult
senses,meeled
sensibilia,aistitud asjad
sensibility,tundelaad
sensible,mõistlik
sensibly,mõistlikult
sensitized,sensibiliseeritud
sensitive,tundlik
sensitively,tundlikult
sensitiveness,tundlikkus
sensitivity,tundlikkus
sensor,andur
sensorium,meeled
sensory,aistiline
sensual,sensuaalne
sensuality,sensuaalsus
sensually,sensuaalselt
sensuous,meelelist naudingut pakkuv
sensuousness,meelelisus
sentence,lause
sententious,paatoslik
sentient,tunnetav
sentiently,tundlikult
sentimental,sentimentaalne
sentimentalism,sentimentaalsus
sentimentality,sentimentaalsus
sentimentally,sentimentaalselt
sentinel,vaht
sentoid,sentoid
sepal,tuppleht
separate,eraldama
separately,eraldi
separation,lahutus
separatism,separatism
separatist,separatist
separator,eraldaja
sepia,seepia
seppuku,seppuku
septemplicate,üks seitsmest eksemplarist
septenate,seitsmeharuline
septicaemia,sepsis
sequacious,kuulekalt järgiv
sequela,tüsistus
sequence,järjend
sequent,sekvents
sequential,järjestikune
sequentially,järjestikku
sequestrant,sekvestrant
sequitur,loogiline järeldus
sequoia,sekvoia
serail,serail
seraphic,seeravlik
serbian,serblane
serbo-croatian,serbohorvaadi
sere,veetu
serenade,serenaad
serendipitous,pooljuhuslik
serendipitously,pooljuhuslikult
serendipity,õnnelik juhus
serene,häirimatu
serenely,häirimatult
sereneness,kõigutamatus
serenity,häirimatus
serf,pärisori
serfdom,feodaalorjus
serfish,orjalik
sergeant,seersant
serialise,sarjana esitama
serialize,sarjana esitama
seriatim,rivis
sericite,seritsiit
series,seeriad
serif,seriif
serigraph,serigraaf
serigraphy,serigraafia
serinette,serinett
seriocomic,koomiksiseerial põhinev
serious,tõsine
seriously,tõsiselt
seriousness,tõsidus
serjeant-at-law,peaadvokaat
sermon,palveteenistus
serotine,hiline
serotonin,serotoniin
serpent,madu
serpentine,maotaoline
serrate,sakilise servaga
serum,seerum
serval,serval
servant,teenija
serve,teenima
server,server
service,teenindus
serviceability,kasutatavus
serviceable,kasutatav
services,teenused
serviette,salvrätt
servile,truualamlik
servility,orjameelsus
serving,serveerimine
servitude,teenijaseisus
servomotor,servomootor
sesame,seesam
sesquicentennial,150. aastapäev
sesquipedalian,mitmesilbiline
sesquipedalianism,ülipikkade sõnade kasutamine
sesquipedality,keeruline keelekasutus
session,koosviibimine
set,hulk
seta,siilipea
setaceous,turris
set-aside,reserv
set-back,tagasilöök
setback,tagasilöök
setiform,harjasekujuline
setigerous,harjastega
set-in,eraldi lisatud
setnet,seisevnoot
setoff,vastukaal
set-off,tasakaalustav vastunõue
settee,istesohva
setting,seadmine
settings,seaded
settle,asustama
settled,kindlakskujunenud
settlement,asustus
settler,asunik
set-to,terav sõnavahetus
set-up,ülesseadmine
setup,häälestus
sew,õmblema
sewage,reovesi
seven,seitse
seven-branched,seitsmeharuline
seven-figure,seitsmekohaline
sevenfold,seitsmekordne
seventeen,seitseteist
seventeens,seitsmeteistkümnendad
seventeenth,seitsmeteistkümnes
seventh,seitsmes
seventies,seitsmekümnendad
seventieth,seitsmekümnes
seventy,seitsekümmend
seventy-five,seitsekümmend viis
seventy-four,seitsekümmend neli
seventy-fourth,seitsmekümne neljas
seventy-nine,seitsekümmend üheksa
seventy-ninth,seitsmekümne üheksas
seventy-one,seitsekümmend üks
seventy-seven,seitsekümmend seitse
seventy-seventh,seitsmekümne seitsmes
seventy-six,seitsekümmend kuus
seventy-three,seitsekümmend kolm
seventy-two,seitsekümmend kaks
sever,katkestama
sewer,rentsel
severability,lahutamine
sewerage,rentsel
several,mitu
severally,eraldi võetuna
severance,koondamishüvitis
severe,tõsine
severely,tõsiselt
severity,tõsidus
sewing,õmblemine
sex,seks
sexagenary,kuuekümnene
sexangled,kuusnurkne
sexangular,kuusnurkne
sexes,sugupooled
sexily,seksikalt
sexiness,seksikus
sexism,seksism
sexist,seksistlik
sexless,sootu
sex-linkage,suguliitelisus
sextic,kuuendat järku
sextodecimo,kuueteistkümnendikpoogen
sexton,köster
sexual,seksuaalne
sexuality,seksuaalsus
sexually,seksuaalselt
sexy,seksikas
shabbat,sabat
shabby,päevinäinud
shabby-genteel,vaesust varjav
shack,sara
shackle,ahel
shaddock,pomel
shade,vari
shading,varjustus
shadoof,kaevukook
shadow,vari
shadower,varjuja
shadowy,varjuline
shady,varjuline
shaft,võll
shaggy,pikakarvaline
shagreen,šagrään
shah,šahh
shake,raputama
shakeout,kursi kukkumine
shaker,šeiker
shakily,vabisedes
shaky,rabe
shale,maardla
sham,teeskleja
shaman,šamaan
shamanism,šamanism
shambles,varemed
shambolic,kaootiline
shame,häbi
shamed,häbistatud
shamefaced,häbistatud
shameful,häbiväärne
shamefully,häbiväärselt
shameless,häbitu
shamelessly,häbitult
shamelessness,häbitus
shammy,seemisnahk
shampoo,šampoon
shamrocks,ristikhein
shandrydan,kaarik
shank,säär
shanty,töölaul
shape,kujund
shapeless,vormitu
shapelessly,vormitult
shapely,vormikas
shard,kild
share,jagama
shared,jagatud
shareholder,aktsionär
shareware,jaosvara
sharia,šariaad
sharing,jagamine
shark,hai
shark-infested,haidest kubisev
sharksucker,imikala
sharky,haidest kubisev
sharp,terav
sharp-angled,teravnurkne
sharp-eared,teravate kõrvadega
sharp-edged,teravaservaline
sharpen,teritama
sharpened,teritatud
sharpener,teriti
sharper,teravam
sharp-eyed,teravasilmne
sharply,teravalt
sharpness,teravus
sharpshooter,täpsuskütt
sharp-sighted,valvas
sharp-witted,terava mõistusega
shattered,purustatud
shatterproof,purunemiskindel
shave,habet ajama
shaver,pardel
shaving,raseerimine
shavings,laastud
shawl,võrksall
shay,postitõld
sheaf,vihk
